comments,Toxicity,Obscence,Threat,Identity attack - Insult,Sexual explicit,Sedition – Politics,Spam
Éo vãi lol . Gặp quả ny như này yêu 15 năm t cũng xách váy chạy thôi . Đm đến chồng tao đây . Thiếu tiền mà t hỏi vay ngoại ông còn đ đồng ý vì tự trọng chứ đừng nói là yêu nhau mà vay cả gần tỉ,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Trà Đào tự áp dụng :))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đm mấy ngày đầu năm thôi mà tao hít Drama no quá rồiĐ cần ăn cơm * hít hà *,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Huy Mai hình như bay rồi thì phải,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nhìn búp bê giống kumathong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ủa rồi sao ngủ ... ? ? ? ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đừng nghĩ có con r ck sẽ thay đổi . k như vậy đâu . mình đây 4 năm r . giờ từ bỏ thôi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6 trai 1 út gái,0.0,0.0,0.0,0.0,0.0,0.0,0.0
đổi tên thành Ku Búa Liềm có vẻ hợp hơn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Hương m thấy chuyện bất bình m đi nói hả cđ thứ L mọc ngược lên đầu mà ra vẻ khán giả ko thích thì ko cần lý do tại giả tạo vs lợi dụng ng khác quá ko ưa bản mặt L m xem vô tao đào mộ 8 đời m lên t chửi nghe con chó,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Lozz =)))),1.0,1.0,0.0,0.0,0.0,0.0,0.0
Mấy ông thầy dạy gương bỏ học thành tài còn vế sau ko nói,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mô Phật,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Áo này bn kí vừa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thế b giờ đã lấy lại được tiền chưa ạ ? Và b có khiếu nại ko ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mọi người chung tay báo cáo cho mấy cái gruop anti đó bị khoá hết đi . đơn giản mà,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bảo Khang húp lun,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Ta nói BTT nó liên hoàn đẩy Tú Kawa xuống mà đéo được :)) không biết bên Tú làm thế nào nhưng bên BTT chơi dơ vcl : ( ( ( ( (,1.0,1.0,0.0,0.0,0.0,0.0,0.0
đọc đi cười đau bụng lun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosy Kiss mình cũng thấy bài này bth nhưng vì giọng hợp nên hát kara toàn hát bài này,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nam Hai bạn biết Luật và thể chế của 1 nước là do ai làm ko , do giai cấp lãnh đạo làm ra chứ ko phải giai cấp nô lệ và nhân dân . Bản chất nhà nước tư bản là do những Nhân vật tư bản xếp hàng đầu cùng nhau ra luật",0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hằng Nguyễn 😌 😌 cái đầu e,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dang Huynh Nhu mua dìa xài tết mè,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoa Nở Không Màu là bản hit yêu thích nhất của mình ý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wow,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tối nay dô live chim chơi nha ace,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kiểm tra giùm tao xem số điện thoại của thằng dở hơi còn ở trong điện thoại không,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bùi Kim Ngân tôi cho cj 1 nửa luôn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Đức An ơ đmm 🙂 khách hàng là thượng đế mà mày chửi à,1.0,1.0,0.0,0.0,0.0,0.0,0.0
25 . Son tuý : v,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tr đumá ghê gớm vl,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Thật ra là anh đánh răng thường xuyên nên trắng , còn AP thì có rửa bjo đâu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hoàng Ngô,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Khi đứng trước những sự lựa chọn ? . Hãy chọn can đảm . Can đảm dấn thân , hoặc can đảm từ bỏ . Can đảm đương đầu hoặc can đảm chấp nhận . Can đảm chọn những gì mình yêu . Hoặc can đảm yêu những gì mình chọn . Chỉ cần can đảm , mọi chuyện rồi sẽ ổn thôi ... < URL >",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gioi tre no thih facebook vs youtube cua My hon sach ... Kiem duyet hay k cung vay thoi ... Doi on Phuong Tay da giup do DCS 1 tay :)))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"hôm bữa thấy có bạn đối là "" Đầu đen gội thủ ô "" cũng ahy á",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"dạ , Shopee nó bố láo nói không nhận được mail bằng chứng hình ảnh và video của mình . Mình gởi nó ngày giờ mình gởi mail và mail đã sent thì nó bảo mình chờ đi , nó xem xét xong thì sẽ ... chủ động liên lạc lại . Gởi tiếp 7749 cái mail nó vẫn không thèm phản hồi mình luôn ạ ! Đúng là mất dạy bắt tay lừa đảo khách hàng đấy ạ !",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trâm Tạ bọn anti muốn chửi thì chứng minh xem chúng đã làm dc gì,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chém chết mẹ nó đi chứ để làm gì chật đất,1.0,1.0,1.0,0.0,0.0,0.0,0.0
"Ba má t chỉ cần có người hốt t dùm thôi , thế là làm mâm cúng từ đường rồi , ko cần cấp dưỡng hàng tháng đâu .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
để đầu tư cho qả đầu nhen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"T đến ạ bà chủ tus . Thần tình yêu cho bả sức mạnh hay gì mà can đảm lấy 1 ng 31 t không nghề nghiệp , không đất đai , không có chí tiến thủ , không điều kiện . Về bả định nai lưng đi làm nuôi ck hay gì .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Địt bố mày . Ngứa mắt rồi đấy . Chú ý vào ko gãy cụ mày hết răng đấy . < URL >,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Nay cơm sớm nhỉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bí Mật Showbiz ad sai rồi . Sai lắm rồi . Thời buổi bây giờ cùng 1 sản phẩm do người khác post thì là khác rồi nhoé :)) Mau bóp đuýt chị mẫu xin lỗi đi :))))),1.0,0.0,0.0,0.0,1.0,0.0,0.0
( góc phiên dịch ) ĐẠO LÝ = DOGMA = DOUMA,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Động cơ bị chỉ đạo .. để tham ô,1.0,0.0,0.0,0.0,0.0,1.0,0.0
mình cần nhắn cho mặt lờ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phân biệt vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Trần Kim Quy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dễ thưn VL vậy mà suốt ngày bị ns biến thái =)) . E nói rồi "" kiếp trước a bán nước nên kiếp này mới gặp đc e "" 😂 😂 😂 😂 Thương Thương is with Tô Minh Tuấn Tú . < URL > Photos from Thương Thương's post",1.0,1.0,0.0,0.0,1.0,0.0,0.0
Kyo Kara Maoh haaa . Như thế đủ rồi . Không quen nhưng vẫn nhắc bạn mặc ấm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kích động bạo lực trên đấy Mỹ thì bị TW , FB khóa mõm trong 1 nốt nhạc . Còn bọn chó vàng kích động bạo lực ở VN , cá nước khác thì như kiểu bất khả xâm phạm =))) dân chủ theo kiểu tiêu chuẩn kép nó thế đấy =))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
bọn này ngu chị nhỉ,1.0,0.0,0.0,1.0,0.0,0.0,0.0
HồngAnh Phạm bạn email cho mình về hieuld@applancer.net mình sẽ xử lý nhé,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gia Nguyen khoái lắm à nghen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tao mua sau có giá trị đấy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vũ Thái Bình chuẩn luôn . T cũng đủ sáng suốt để nhận ra ai m cần anti chứ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e rằng chịu ngứa khoảng 1-2 tuần là hết e a,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đi gắp gấu . Tốn 4 xu cho con đó rơi xuống . Lúc lấy gấu thấy có 1 con nằm sẵn trong đấy . Hihi . Gắp 1 đc 2 . Ưnggg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phạm Lê Vân Nhi :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack dễ thương quá xá lun,0.0,0.0,0.0,0.0,0.0,0.0,0.0
khôn như anh quê em xích đầy .,1.0,0.0,0.0,1.0,0.0,0.0,0.0
chị ơi . da yếu thì tuần tẩy tế bào chết 1 lần thôi chị . mùa hè thì tuần 2 lần,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ổn à nha,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chung ta vì 1 cộng đồng antifans chân chính,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mỹ đang bạo động chết mẹ còn xoi Việt Nam người đang đang ổn định phát triển . Đừng về VN nhé các bạn , quê nhà đang yên ổn . :))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đm , đẻ bố ra quả trứng luộc lên ăn còn lót dạ được chứ cái dòng này . Đé hiểu .",1.0,1.0,0.0,0.0,0.0,0.0,0.0
Suốt ngày chủ đề này đã làm được cái gì đâu toàn làm cho lion thêm nổi ...,0.0,0.0,0.0,0.0,0.0,0.0,0.0
méo hiểu sao so sánh 1 tiền vệ vs 1 tiền đạo . thằng nào ví ngu vcl . 1 mình bruno nó gánh hàng tiền vệ giờ còn bắt nó ghi nhiều bàn thì sao đá đc,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Tưởng bài này bên 24 h chứ :)))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Công việc lương cao ko thiếu , quan trọng trình độ có không thôi , công nhân tăng ca cũng 8,9 tr rồi",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ui choa,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chịu r,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đến cái nết cũng vậy , bên ngoài cố tỏ ra là người tốt nhưng thực sự bên trong toàn là dao găm",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"đàn ông vô đây làm gì ? ? Vô đây để thấy được có những người còn tệ hơn bạn rồi ra ngoài khoe mẽ , ra vẻ ta đây là đàn ông tốt , hơn khối thằng , rồi tự cho mình cái quyền đòi hỏi phụ nữ phải thế này thế kia để xứng đáng với đàn ông tốt cỡ bạn à ? ? ? ?",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vô trang cmt tẩy chay lan ngọc nó xoá cmt lun á mn , chuyển sang comfort nha",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Je Suis Bella,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"nó đò chịch kok cho thì thôi , phốt cl",1.0,0.0,0.0,0.0,1.0,0.0,0.0
Dung Nguyễn dung inb a bảo,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đẹp nhưng điên vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Hồi xuân được 1 đêm đã gáy ác thế,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hưng Hại Não bẩn vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Na Na nó còn khoe bảo sau bài bạn này dc nhiều ng nổ đơn liên tục mà,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cút cụ a điĐcm anh,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Chạy chế độ lái comfort,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ghép đỉnh dị,0.0,0.0,0.0,0.0,0.0,0.0,0.0
:))) khách hãm nói thế là quá nhẹ :))) ở đâu cái kiểu đòi bớt đồ để bớt tiền khôn vl thế chửi thế còn may . Kì kèo bớt bớt thấy hãm,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Kin the shiba chuẩn mẹ r,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Hồng Hạnh chắc đóng tiền phạt rồi nhờ bên C.A giữ kín với báo chí để bưng bít thông tin rồi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"vừa mới ăn trưa xong , từ từ chị ơi :))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cầm 120 nổ Messi luôn cho nóng . trẻ mà chơi trước đi hậu quả tính sau,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Uh . Nó nói đúng , vì rõ ràng TQ nó đem đi rải con virus tàu ở chỗ khác trước mà ....",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tuyết về với Mây đi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tô Được LH là ai v ? ? ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nổi da gà,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Minh Hiếu tao khép đít tao lạy mày đấy,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ý Jack nói là trong lúc cảm ơn - có nói cảm ơn FC - Ekip anh chị . Team và mọi ngườiNhưng bị cắt nên hok có nghe cảm ơn FcGiờ ngta đính chính lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mình cũng thế dạo trc thấy chán ck vào hội thấy nhiều mẹ khổ hơn mình nhiều giờ thấy thương ck hơn . Higi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi đọc tới đoạn 11 tuổi 80 kg xong back lại đây đọc comment . Không cần xem hết .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HoàngHiệp Nguyễn ship hàng thì chả bảo nổ địa chỉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyen Hoang Cuc chuẩn quá em thương vợ chồng Thủy Tiên quá ... !,0.0,0.0,0.0,0.0,0.0,0.0,0.0
em nghĩ anh chị nào biết tiếng Nhật nên trans bài này sang tiếng Nhật cho J-Net coi với ạ .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mua cho mẹ đi các con Fơ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruốc chưa mọc hết tiền vẫn xin bố mẹ cưới đb,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Quỳnh Tú em ở đâu a ghé ủng hộ 500 nek ..,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tiếc là Đảng ta quá nhân đạo và quá dân chủ lên mới để cho sâu bọ phát triển quá nhanh , đó là điểm yếu của người VN ( kể cả dân thường ) . Xem BÁC tử hình cục trưởng cqn thì biết , làm lãnh đạo phải như vậy mới nghiêm minh được",0.0,0.0,0.0,0.0,0.0,0.0,0.0
no no ở nhà đi m,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nhìn thấy thốn vl :)),0.0,1.0,0.0,0.0,0.0,0.0,0.0
"nhìn 4 5 thằng ng u phía trên cmt , thông não chúng mày khổ vkl :))",1.0,0.0,0.0,1.0,0.0,0.0,0.0
Tiên tiên cố gắng giữ vững thăng bằng và sk nha . Chúc chị thật nhiều hạnh phúc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minh Nguyễn ơ ơ ai yếu cơ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thủy TrầnDương Minh Nguyệt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cellini Daphne ủa đi cast hòi nào a ko biétt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lê Thị Thương added 4 new photos . < URL > Photos from Lê Thị Thương's post,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Có gì vui kg mấy a Đạt Trương is with Bao Công and 2 others at Chùa Bà Chúa Xứ , Núi Sam , Châu Đốc , An Giang .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Thiên Phúc họ lập group rồi cào phím thật dã man,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mặt boss hưởng thụ vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Đinh Hoài Nam Abramovich chỉ kém mấy ông ả rập của MC thôi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Out hết đi em chị em,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đỗ Sinh vẫn cho chạy tốc độ cao mà , địa hình núi cao chỉ làm đc vậy thôi",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Có ngủ đau mà day,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Ý Nguyện,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nữ nghệ sỹ được yêu thích nhất lại có group hơn 140 k thành viên anti ? Ủa là sao mọi người ? ! Nghe hài vl .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Anh Thu Nguyen bạn ơi có cơ sở khoa học nào chứng minh cho nhận định của bạn không vậy , nói như đúng rồi . Tôi là anti HG đây , tôi tự thấy mình rất hài lòng với cuộc sống này nhưng những việc làm của HG tôi nghĩ cần lên tiếng để cô ấy nhận ra vde . Từ bao h anti là xấu là bất mãn v , anti những điều k tốt cũng k đc thì thua , bao h bạn có ck bị ng khác ve vãn moi tiền , mẹ bạn bị lừa mua mĩ phẩm dởm thì đừng kêu nhé .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
sợ vãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chết một mình thôi sao phải kéo theo ng.ta theo nữa,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lưỡi bò rồi cũng nghiệp quật chết sớm thôi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"xin m , cứ sủa đi , gặp t khác được sủa",1.0,0.0,1.0,1.0,0.0,0.0,0.0
An Yên 10 tr lận kia kìa kk,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Decao của tuii,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cafe Ku Búa + Friends chưa còn nữa , 6-1 đi rồi ai thắng sẽ rõ .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ông này nói Thật ! Hi hi ,",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mai đc gặp thầy cô bạn bè dồi :)),0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chịch em sugar baby dễ thương cực ngon Các Ae đồng zâm xem thì vô ngay = ̳ = ̳ = ̳ > ̳ Nhật ký ăn rau ăn hàng mới nhất,1.0,1.0,0.0,1.0,1.0,0.0,1.0
Bỏ nhanh còn kịp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bố mày bõ ghét vl,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Kiều Anhh Hà OanhNguyễn Thanh Lamcười vl =))),0.0,1.0,0.0,0.0,0.0,0.0,0.0
chuẩn luôn chị ơi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
đzai rồi chỉnh lại tóc tai vs mặc lịch sự chút là ok rồi bro,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Không cần Trung cộng thống trị Việt nam . Sợi xích kia chỉ là để chúng ta dễ hình dung hơn thôi . Sợi xích vô hình mới nhiều và nguy hiểm,1.0,0.0,0.0,0.0,0.0,1.0,0.0
"rồi tụi nó cũng lại bay sang chửi chú quyền linh đó bạn , cái tụi rảnh ngồi soi lỗi người khác , có 1 việc nhai miết tụi nó sẽ k tha cho 1 ai đâu . Chắc chị tiên làm hết năm nay , năm sau ở nhà cho lành",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi đồ rằng khối kẻ vì tò mò mà đi xem . Truyền thông tốt vãi lồng .,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Giọng Hà Nội phiên âm chuẩn , vài rất hài hước",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bạn đang thiếu cái gọi là điều kiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0
man a oi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phạm Annie,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bake chó lo làm culi đi,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Trung Dũng Lê vào tứ kết C1 = Vô địch C2 ở đó mà doanh với thu của C2 là 1 chín 1 mười . Phân tích như qq,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"❣ Áo cúp len về đủ màu ❣ . - phối với chân váy , jeans đùi , jeans dài lưng cao bao sexy luôn ợ 🤭 . # 250K ( khách lẻ giảm 20K ) Duong M Ngoc added 5 new photos . < URL > Photos from Duong M Ngoc's post",0.0,0.0,0.0,0.0,0.0,0.0,1.0
gọi số máy thằng hâm,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phạm Đức Tài căn phòng băng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
đừng chết . bán nội tạng đi . vừa có tiền vừa giúp người khác .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kiêu như chó , phét như chó , lười như chó , sĩ như chó .... gì cũng chó :)))))",1.0,1.0,0.0,1.0,0.0,0.0,0.0
"Thu Hang Nguyễn đọc đi v , hài vãi",0.0,0.0,0.0,0.0,0.0,0.0,0.0
ý thức chán quá . bao nhiêu công sức của cả đất nước .,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tạ Thị Thu Hậu , đây này đại ca . Lịch công tác của nó đấy .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"18 năm đầu đời được quản lý bởi gia đình . 4 năm tiếp theo tự ra đời quản lý bản thân . Từ hôm nay , năm 23 t dưới sự quản lí độc quyền của Young KOL Marketing ✌ 🏻 ✌ 🏻 ✌ 🏻 . Cố lên cô Thịn mạnh mẽ , từ giờ là bước ngoặc mới cho cuộc sống rồi . P / s : bút sa gà chết , kí hợp đồng quản lý của cty rồi nên từ nay sẽ tu tâm dưỡng tính nè , các bạn đừng chọc mình chửi , mình bị mất hình tượng lắm nghen ahihi =))))))) Lê Bảo Thịnh is feeling fresh . < URL > Photos from Lê Bảo Thịnh's post",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cuối tuần rồi , có ai hú hí tí gì hông , cho hết ngày nào 🤗 🤗 Hung Nguyen is feeling fresh .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 ng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Yến Sào xe nào , a có thấy cái xe nào đâu :)))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chắc đụ mấy cái rồi nên bênh,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"Nguyễn Giang Sơn gặp bố chứ đã gặp mẹ , gặp đầy đủ cả nhà đâu b :))",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phản damge vcl :))),0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Hải Nguyễn "" lại mình đã giúp gì người ta chưa mà phán này nọ "" . Con nhang đệ tử chị Tiên hót cứ như vẹt ấy nhỉ , nhìn quanh nhìn quẩn cũng chỉ là "" chuyển đồng nào không mà nói "" , "" giúp được gì ai chưa ... "" bla bla . Đúng là như vẹt , haha",1.0,0.0,0.0,1.0,0.0,0.0,0.0
Lưu Tuấn Đạt < URL > I H O P E . Tao im lặng là vì kh muốn giải thích chứ đéo phải tao im lặng để mày nói xấu tao =)),0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Hàng xóm của bạn có một đứa bé kháu khỉnh đáng yêu , bạn thấy quý nó vô cùng . Mỗi ngày bạn đều cho một đứa trẻ ăn kẹo . Bạn làm điều đó rất tự nguyện , thường xuyên và vui vẻ . Đứa trẻ ấy cũng có vẻ yêu bạn . Mỗi ngày thấy bạn , nó đều cười tươi và chạy đến nhận kẹo . Rồi một ngày kia , bạn gặp chút mệt mỏi và quên bẵng mất mình đã hết kẹo mà chưa đi mua . Gặp đứa bé trên đường đi làm về , bạn xoa đầu nó và bảo : “ Chú hết kẹo rồi ” . Bỗng dưng bạn thấy thái độ của nó lập tức thay đổi . Nó thờ ơ , lạnh lùng gào ầm lên rằng bạn keo kiệt , bạn xấu xa . Hoặc nó đi khắp nơi nói nói với mọi người rằng bạn không còn tốt với nó nữa . Triết lý viên kẹo có nghĩa là khi bạn cho ai khác một thứ gì , nhiều khi họ sẽ không nghĩ ấy là món quà , họ nghĩ đó là bổn phận , là trách nhiệm . Khi bạn không cho thứ mà họ muốn nữa , họ sẽ lập tức trở mặt với bạn . Nếu ở trong hoàn cảnh đó liệu bạn có thể tiếp tục “ cho đi ” nữa hay không ? Với nhiều người , cho dù bạn có họ kẹo mỗi ngày , thì họ cũng chỉ nhớ mỗi một ngày mà bạn đã không cho mà thôi .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
loa ngoài cho âm lượng lớn chất âm khá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trinh Trinh tắm với ck ngta chứ có phải tắm với ck m đâu mà dẫy ? ?,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Xem mấy lũ ngáo đá này phát dồ . Bán đồng hồ toàn đồ lởm . Có mấy chục nghìn chợ đồng xuân tràn lan . Nói nghe mà hãm kinh . Lúc nào cũng có cái câu cửa miệng , ở cửa hàng bán vài triệu xong giảm xuống còn vài trăm . Những ai đã và đang có ý định muốn mua thì tránh xa các bác nhé . Quay toàn đồ vài triệu xong ship toàn đồ dồ đồ hỏng . Xem thấy nhiều bạn phản ánh quá . Bán hàng nhảy như mấy con chó dồ lên cơn ý . < URL > \ ?",1.0,0.0,0.0,1.0,0.0,0.0,0.0
"Bo gì , trĩ mà bo gì em",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyễn Trung Hiếu m ngu vc,1.0,1.0,0.0,1.0,0.0,0.0,0.0
"Nguyen Kim uhm thì mình vẫn đang làm việc với các bên khác để ký mou nhé , được cũng nhiều rồi .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nếu muốn làm chủ thì học nghề bạn nhé , còn muốn sau CV ổn định , m khuyên bạn học tiếng trung hoặc hàn , và học thêm 1 khoá máy tính văn phòng .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
haiz,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mõm af găp t thì rơi mõm,1.0,0.0,1.0,1.0,0.0,0.0,0.0
"Lương Duy ngu gì để mất ngôi đầu , xếp t2 vào trong toàn sói",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nếu lên tiếng mà bị làm sao thì đã bị từ 2 năm trước rồi thớt . Chứ có nói gì nữa thì em ý vẫn đang vi vu Nhựt Bổn hưởng thụ thoai,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thao Nguyen mình nói thật mình mà như TT chắc sau lần này mình không giám đi từ thiện nữa đâu . Có tiền đóng góp cho quỹ này quỹ kia cho khỏe thân còn đc tiếng thơm nữa chứ . Đằng này chỉ nhiệt tình quá , bỏ công sức ra mà còn không vừa lòng bọn quá rảnh đó nữa . TT đâu phải thánh thần đâu mà đòi phải hoàn hảo .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dế Già lốc não của allies :)))))),0.0,0.0,0.0,0.0,0.0,0.0,0.0
"SJK chả đáng mặt đàn ông . Chủ top 1 trong chăn mới biết chăn có rận chứ dv mà , đóng kịch mn xung quanh giỏi lắm .",0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hàng Nhật đây nhé,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ai lại mang cả 2 quả bom nguyên tử vào cây xăng thế kia : ( (,0.0,0.0,0.0,0.0,0.0,0.0,0.0
